waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=1.8e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=1.8e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=1.35e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=1.35e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=2.7e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=2.7e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=2.25e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=2.25e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=3.6e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=3.6e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=3.15e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=3.15e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.5e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.5e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.5e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.5e-08) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.05e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.05e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.95e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=4.95e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=5.4e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=5.4e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=5.85e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=5.85e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=6.3e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=6.3e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=6.75e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=6.75e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=7.2e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=7.2e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=9e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") / (2 * pi * OP("/PM0" "cgg")))) (l_pmos=9e-08) Y
2.313999579775471,25294993156.93597,2.343621238919601,36315859075.57867,2.313412513401852,14457600516.14302,2.309528338012719,18723246305.01942,2.32586959098215,9400092333.173391,2.319660238782803,11518147616.29791,2.334947930707515,6608510959.41353,2.829742427745246,112283823953.0031,2.331074426969264,7820124655.547647,2.33746076608437,5658160723.156898,2.346462650846358,4878457336.362421,2.355020393917159,4244597952.271713,2.361442273227903,3723086629.338366,2.366601124146264,3290005484.3398,2.370745791074433,2926782852.719154,2.455231028020914,57736409332.13901
3.028492772199795,24778588057.7888,3.103410622469097,35839901260.76807,2.994734160392844,14015430926.16883,3.002174742137746,18232535412.16917,2.999680343242724,9064203192.694475,2.9954299540026,11129969571.59083,3.011805356152073,6363653557.449325,4.058078320266262,112189479091.4174,3.005842978689416,7533191454.643389,3.017558502572089,5449950589.201551,3.027690997931201,4690966210.211862,3.036313241981575,4073971274.138544,3.043122269755761,3568697870.011938,3.048451883137989,3150099955.745747,3.052573075872765,2799714745.012207,3.32920898496534,57456689013.96948
4.191189404890773,23367829151.15574,4.382598765023302,34111627991.01482,4.052948461983926,13004803650.89992,4.101482894117343,17048159429.08258,4.007700945250803,8307490005.121325,4.024829366366377,10259082076.90088,3.989913479791587,5779117495.0848,6.393135972843087,104233415895.501,3.996899508250217,6869647437.763961,3.985304151285046,4931939235.676694,3.985175975711335,4226864497.734311,3.984496709970543,3657094816.920099,3.98295452917505,3193309397.985215,3.980719351073234,2811077797.471762,3.977937882118213,2492571231.010045,4.881434140418123,55009654311.16
6.440759225158348,20842014774.91716,6.908235744547533,30391656241.93446,6.034836811416002,11476729656.1089,6.190503154656118,15133948549.06765,5.850119369669692,7246333907.515691,5.928210080816304,8999571159.32642,5.742089682348833,4990691555.932962,10.73505391770962,76078495730.8951,5.790052354988407,5960857800.16169,5.702653776656133,4240643684.143651,5.670202186081098,3616983697.684954,5.640843414010974,3116419439.211959,5.613832641398494,2711600767.448893,5.588787760685726,2379836065.404651,5.56542906435481,2104730164.997303,8.012888842762274,47737500011.07526
11.60601997739029,15709222445.98021,12.454812270426,21770664752.41102,10.69397600875118,8944617760.091171,11.06942433893244,11664803572.78448,10.18914214240368,5697592576.646448,10.41188257116362,7054772084.22785,9.853709145556442,3931915007.47037,15.96657183462548,31140539126.05143,10.00687432271138,4693709660.510997,9.72234755970214,3340949966.978331,9.601322749104636,2846949097.20259,9.492368875149962,2450883572.346297,9.394051610648784,2131073227.879421,9.304662943571515,1869337461.83045,9.222876565669193,1652561868.408883,14.00854865378103,29627275095.65451
21.15227454312188,6124058762.475067,21.25666559048506,7739810388.336373,20.60407370490958,3869405645.649221,20.89318521680604,4830070429.991823,20.05538707425794,2620623299.241679,20.3212724450479,3157099662.17238,19.58069063061334,1886698397.207554,20.91042677742867,6597749805.51314,19.80870419639527,2208795422.047644,19.36990369924018,1630422107.843127,19.16347426283416,1412150385.192775,18.9692699275944,1233821176.214194,18.78759930415802,1087299688.340278,18.61736937852262,965481095.7996005,18.45757051093087,863126866.1635345,21.0981080486966,8788696588.907648
28.82062060887611,807702950.1196088,28.64008266924199,978698406.29865,28.74968037595458,532915154.9708569,28.81581360426459,653369309.0840771,28.57321925349247,371321115.0001537,28.66364596669987,441336360.4847668,28.39967485586145,274126444.9203891,26.66735997691584,640721107.0173247,28.48446370081368,316994441.6442338,28.3195657947573,239742063.6295794,28.26814189473141,210450980.3744179,28.21932943208019,186332920.1963191,28.17059011261358,166337787.3832771,28.12237996509299,149562782.7274325,28.07497544460989,135339631.3091817,28.05809456438254,1003289281.431822
32.88858184297924,38021465.19902235,32.65595294521839,41974364.50515353,33.01869694813016,29613651.67680918,32.98419068978506,33670642.67217447,33.00949036482274,23015990.01686694,33.02240895085919,26057516.09460071,32.95978775294468,18249892.81126031,29.67509809967524,30484788.28610605,32.98726347578409,20436316.81895911,32.92942939449753,16391038.84987382,32.94190231828902,14677210.8264227,32.952320243316,13214766.34524929,32.95678339743923,11969091.31024957,32.95678808595375,10899229.24417372,32.95342481663319,9973344.529709343,31.98880606858148,41306803.19803885
34.2703296418971,942682.4937845005,34.00119680859006,1051958.123390834,34.52541226540324,755471.7296613328,34.42602779529642,842926.8900343698,34.64087811722003,615382.1250027773,34.59295850624341,680085.1325431233,34.70212873739715,511733.7852716096,30.7902531541647,1081520.588291042,34.67592570813796,559759.1727225307,34.7220301897272,470038.5756678053,34.78409400606538,427495.479144068,34.84118398392687,390546.5699438718,34.88939436598186,358778.8498075388,34.93051989967373,331208.4810518191,34.96590939123881,307082.3949989497,33.31321264806124,1110872.535197418
34.66845927201526,19732.93250428844,34.36502566820031,22863.97645629253,34.97450572957025,15232.09815548074,34.85190281531622,17248.90451986645,35.12756972303355,12196.73052085918,35.06205012178888,13574.4430320766,35.21882267154666,10056.8588126519,31.15683733794085,34403.23109382676,35.1783602985045,11039.27712296918,35.25176806368695,9215.005975179482,35.32490595881819,8322.479849002559,35.39219924092824,7555.743027640171,35.44996112318542,6905.826268391546,35.50006676097709,6348.54108053693,35.54393064116385,5865.878560675065,33.63663154514898,26351.49772065436
